SampleID,Cancertype,Sampletype,ImTHscore
TCGA-IS-A3KA-01A-11R-A21T-07,sarc,tumor,1.944735715
TCGA-IW-A3M4-01A-11R-A21T-07,sarc,tumor,2.574881648
TCGA-IW-A3M5-01A-22R-A21T-07,sarc,tumor,0.62659867
TCGA-IW-A3M6-01A-11R-A21T-07,sarc,tumor,1.999083737
TCGA-JV-A5VE-01A-11R-A29R-07,sarc,tumor,2.230721881
TCGA-JV-A5VF-01A-11R-A29R-07,sarc,tumor,1.185532241
TCGA-JV-A75J-01A-11R-A32Q-07,sarc,tumor,2.382290849
TCGA-K1-A3PN-01A-11R-A22K-07,sarc,tumor,2.406445212
TCGA-K1-A3PN-02A-11R-A22K-07,sarc,tumor,2.275396275
TCGA-K1-A3PO-01A-11R-A21T-07,sarc,tumor,2.769736018
TCGA-K1-A42W-01A-11R-A24X-07,sarc,tumor,2.315421633
TCGA-K1-A42X-01A-11R-A24X-07,sarc,tumor,2.418944591
TCGA-K1-A42X-02A-11R-A24X-07,sarc,tumor,2.602338848
TCGA-K1-A6RT-01A-32R-A33J-07,sarc,tumor,2.585523969
TCGA-K1-A6RU-01A-11R-A32Q-07,sarc,tumor,1.657922565
TCGA-K1-A6RV-01A-11R-A32Q-07,sarc,tumor,1.194408757
TCGA-KD-A5QS-01A-11R-A27Q-07,sarc,tumor,1.735792
TCGA-KD-A5QT-01A-11R-A27Q-07,sarc,tumor,2.581192758
TCGA-KD-A5QU-01A-11R-A27Q-07,sarc,tumor,2.191162688
TCGA-KF-A41W-01A-11R-A24X-07,sarc,tumor,2.312304656
TCGA-LI-A67I-01A-31R-A30C-07,sarc,tumor,1.632357204
TCGA-LI-A9QH-01A-11R-A37L-07,sarc,tumor,2.352803263
TCGA-MB-A5Y8-01A-11R-A29R-07,sarc,tumor,0.705405734
TCGA-MB-A5Y9-01A-11R-A29R-07,sarc,tumor,1.941356424
TCGA-MB-A5YA-01A-11R-A29R-07,sarc,tumor,2.553443607
TCGA-MB-A8JK-01A-11R-A36F-07,sarc,tumor,2.319878018
TCGA-MB-A8JL-01A-11R-A36F-07,sarc,tumor,1.812234787
TCGA-MJ-A68H-01A-11R-A30C-07,sarc,tumor,2.570627069
TCGA-MJ-A68J-01A-11R-A30C-07,sarc,tumor,2.336452393
TCGA-MJ-A850-01A-11R-A355-07,sarc,tumor,2.460604383
TCGA-MO-A47P-01A-11R-A24X-07,sarc,tumor,2.963661055
TCGA-MO-A47R-01A-11R-A24X-07,sarc,tumor,1.971432047
TCGA-N1-A6IA-01A-12R-A32Q-07,sarc,tumor,1.298166059
TCGA-PC-A5DK-01A-11R-A27Q-07,sarc,tumor,2.744026768
TCGA-PC-A5DL-01A-11R-A26T-07,sarc,tumor,2.328654441
TCGA-PC-A5DM-01A-11R-A27Q-07,sarc,tumor,1.707449661
TCGA-PC-A5DN-01A-12R-A27Q-07,sarc,tumor,2.410136
TCGA-PC-A5DO-01A-11R-A26T-07,sarc,tumor,2.314553967
TCGA-PC-A5DP-01A-11R-A26T-07,sarc,tumor,2.652267067
TCGA-PT-A8TR-01A-11R-A37L-07,sarc,tumor,2.192339518
TCGA-QC-A6FX-01A-11R-A32Q-07,sarc,tumor,1.740333364
TCGA-QC-A7B5-01A-11R-A33J-07,sarc,tumor,1.140491921
TCGA-QC-AA9N-01A-11R-A39D-07,sarc,tumor,1.968356307
TCGA-QQ-A5V2-01A-11R-A32Q-07,sarc,tumor,1.77809067
TCGA-QQ-A5V9-01A-11R-A32Q-07,sarc,tumor,1.434385118
TCGA-QQ-A5VA-01A-12R-A32Q-07,sarc,tumor,2.640631447
TCGA-QQ-A5VB-01A-11R-A36F-07,sarc,tumor,1.865915394
TCGA-QQ-A5VC-01A-31R-A32Q-07,sarc,tumor,2.348495702
TCGA-QQ-A5VD-01A-21R-A32Q-07,sarc,tumor,1.211535998
TCGA-QQ-A8VB-01A-11R-A37L-07,sarc,tumor,2.468048169
TCGA-QQ-A8VD-01A-42R-A39D-07,sarc,tumor,2.212359696
TCGA-QQ-A8VF-01A-11R-A37L-07,sarc,tumor,2.436575964
TCGA-QQ-A8VG-01A-11R-A37L-07,sarc,tumor,1.950326292
TCGA-QQ-A8VH-01A-11R-A37L-07,sarc,tumor,2.240444455
TCGA-RN-A68Q-01A-11R-A30C-07,sarc,tumor,2.21784762
TCGA-RN-AAAQ-01A-21R-A39D-07,sarc,tumor,1.720318755
TCGA-SG-A6Z4-01A-22R-A33J-07,sarc,tumor,1.934269894
TCGA-SG-A6Z7-01A-12R-A32Q-07,sarc,tumor,1.705390582
TCGA-SG-A849-01A-11R-A355-07,sarc,tumor,2.298437985
TCGA-SI-A71O-06A-11R-A38C-07,sarc,tumor,2.380373011
TCGA-SI-A71O-01A-12R-A33J-07,sarc,tumor,2.014524772
TCGA-SI-A71P-01A-12R-A33J-07,sarc,tumor,2.134875625
TCGA-SI-A71Q-01A-12R-A33J-07,sarc,tumor,2.50943927
TCGA-SI-AA8B-01A-11R-A38C-07,sarc,tumor,0.747295283
TCGA-SI-AA8C-01A-11R-A38C-07,sarc,tumor,1.928627659
TCGA-UE-A6QT-01A-12R-A32Q-07,sarc,tumor,2.595631565
TCGA-UE-A6QU-01A-12R-A32Q-07,sarc,tumor,2.008342858
TCGA-VT-A80G-01A-11R-A36F-07,sarc,tumor,2.171597382
TCGA-VT-A80J-01A-11R-A36F-07,sarc,tumor,1.901324866
TCGA-VT-A80J-02A-11R-A41I-07,sarc,tumor,2.249994634
TCGA-VT-AB3D-01A-12R-A41I-07,sarc,tumor,1.939024888
TCGA-WK-A8XO-01A-11R-A37L-07,sarc,tumor,1.953643975
TCGA-WK-A8XQ-01A-11R-A37L-07,sarc,tumor,2.974178709
TCGA-WK-A8XS-01A-11R-A37L-07,sarc,tumor,2.469741726
TCGA-WK-A8XT-01A-11R-A37L-07,sarc,tumor,2.493183851
TCGA-WK-A8XX-01A-11R-A37L-07,sarc,tumor,1.703229892
TCGA-WK-A8XY-01A-11R-A37L-07,sarc,tumor,2.429282372
TCGA-WK-A8XZ-01A-11R-A37L-07,sarc,tumor,2.23587978
TCGA-WK-A8Y0-01A-11R-A41I-07,sarc,tumor,2.082788688
TCGA-WP-A9GB-01A-11R-A37L-07,sarc,tumor,2.686426256
TCGA-X2-A95T-01A-11R-A37L-07,sarc,tumor,2.208650714
TCGA-X6-A7W8-01A-21R-A355-07,sarc,tumor,1.495530641
TCGA-X6-A7WA-01A-12R-A355-07,sarc,tumor,2.405697995
TCGA-X6-A7WB-01A-11R-A355-07,sarc,tumor,2.00785535
TCGA-X6-A7WC-01A-12R-A355-07,sarc,tumor,2.135020416
TCGA-X6-A7WD-01A-21R-A355-07,sarc,tumor,1.401203734
TCGA-X6-A8C2-01A-11R-A36F-07,sarc,tumor,0.809883085
TCGA-X6-A8C3-01A-11R-A36F-07,sarc,tumor,1.901785347
TCGA-X6-A8C4-01A-11R-A36F-07,sarc,tumor,2.328184592
TCGA-X6-A8C5-01A-11R-A36F-07,sarc,tumor,2.513895964
TCGA-X6-A8C6-01A-11R-A36F-07,sarc,tumor,1.84989049
TCGA-X6-A8C7-01A-11R-A36F-07,sarc,tumor,2.19465712
TCGA-X9-A971-01A-11R-A38C-07,sarc,tumor,1.604615587
TCGA-X9-A973-01A-11R-A38C-07,sarc,tumor,2.49463098
TCGA-Z4-A8JB-01A-23R-A37L-07,sarc,tumor,2.526644664
TCGA-Z4-A9VC-01A-11R-A37L-07,sarc,tumor,2.247019537
TCGA-Z4-AAPF-01A-11R-A39D-07,sarc,tumor,1.93474933
TCGA-Z4-AAPG-01A-11R-A39D-07,sarc,tumor,1.635979058
TCGA-3N-A9WB-06A-11R-A38C-07,skcm,tumor,2.65912634
TCGA-3N-A9WC-06A-11R-A38C-07,skcm,tumor,2.711337474
TCGA-3N-A9WD-06A-11R-A38C-07,skcm,tumor,2.133064961
TCGA-BF-A1PU-01A-11R-A18S-07,skcm,tumor,2.366222305
TCGA-BF-A1PV-01A-11R-A18U-07,skcm,tumor,2.820613468
TCGA-BF-A1PX-01A-12R-A18T-07,skcm,tumor,2.44940286
TCGA-BF-A1PZ-01A-11R-A18S-07,skcm,tumor,2.336573981
TCGA-BF-A1Q0-01A-21R-A18S-07,skcm,tumor,2.673947062
TCGA-BF-A3DJ-01A-11R-A20F-07,skcm,tumor,2.26153124
TCGA-BF-A3DL-01A-11R-A20F-07,skcm,tumor,2.231203654
TCGA-BF-A3DM-01A-11R-A20F-07,skcm,tumor,2.927739569
TCGA-BF-A3DN-01A-11R-A20F-07,skcm,tumor,2.882938932
TCGA-BF-A5EO-01A-12R-A27Q-07,skcm,tumor,2.4430236
TCGA-BF-A5EP-01A-12R-A27Q-07,skcm,tumor,2.007594923
TCGA-BF-A5EQ-01A-21R-A27Q-07,skcm,tumor,2.490803787
TCGA-BF-A5ER-01A-12R-A27Q-07,skcm,tumor,1.82826172
TCGA-BF-A5ES-01A-11R-A27Q-07,skcm,tumor,2.477812014
TCGA-BF-A9VF-01A-11R-A37K-07,skcm,tumor,2.509972962
TCGA-BF-AAOU-01A-12R-A39D-07,skcm,tumor,2.332140124
TCGA-BF-AAOX-01A-11R-A39D-07,skcm,tumor,2.481272
TCGA-BF-AAP0-06A-11R-A39D-07,skcm,tumor,2.730404711
TCGA-BF-AAP1-01A-11R-A39D-07,skcm,tumor,2.827435013
TCGA-BF-AAP2-01A-11R-A40A-07,skcm,tumor,2.571942816
TCGA-BF-AAP4-01A-11R-A40A-07,skcm,tumor,2.586645597
TCGA-BF-AAP6-01A-11R-A40A-07,skcm,tumor,1.487205028
TCGA-BF-AAP7-01A-11R-A40A-07,skcm,tumor,2.656007285
TCGA-BF-AAP8-01A-11R-A40A-07,skcm,tumor,2.451858458
TCGA-D3-A1Q1-06A-21R-A18T-07,skcm,tumor,2.783696873
TCGA-D3-A1Q3-06A-11R-A18T-07,skcm,tumor,2.67912239
TCGA-D3-A1Q4-06A-11R-A18T-07,skcm,tumor,1.400428834
TCGA-D3-A1Q5-06A-11R-A18T-07,skcm,tumor,2.117769919
TCGA-D3-A1Q6-06A-11R-A18T-07,skcm,tumor,2.647594978
TCGA-D3-A1Q7-06A-11R-A18T-07,skcm,tumor,2.356573648
TCGA-D3-A1Q8-06A-11R-A18T-07,skcm,tumor,2.512891899
TCGA-D3-A1Q9-06A-11R-A18T-07,skcm,tumor,2.259237915
TCGA-D3-A1QA-07A-11R-A37K-07,skcm,tumor,2.257931511
TCGA-D3-A1QA-06A-11R-A18T-07,skcm,tumor,2.296086994
TCGA-D3-A1QB-06A-11R-A18T-07,skcm,tumor,2.265316438
TCGA-D3-A2J6-06A-11R-A18T-07,skcm,tumor,2.181941971
TCGA-D3-A2J7-06A-11R-A18T-07,skcm,tumor,2.189260094
TCGA-D3-A2J8-06A-11R-A18T-07,skcm,tumor,2.333150323
TCGA-D3-A2J9-06A-11R-A18T-07,skcm,tumor,1.949531316
TCGA-D3-A2JA-06A-11R-A18T-07,skcm,tumor,1.301519543
TCGA-D3-A2JB-06A-11R-A18T-07,skcm,tumor,2.549024771
TCGA-D3-A2JC-06A-11R-A18T-07,skcm,tumor,2.529587704
TCGA-D3-A2JD-06A-11R-A18T-07,skcm,tumor,2.664691539
TCGA-D3-A2JE-06A-11R-A37K-07,skcm,tumor,2.516552801
TCGA-D3-A2JF-06A-11R-A18S-07,skcm,tumor,2.318034579
TCGA-D3-A2JG-06A-11R-A18T-07,skcm,tumor,2.659371393
TCGA-D3-A2JH-06A-11R-A18T-07,skcm,tumor,2.481595485
TCGA-D3-A2JK-06A-11R-A18S-07,skcm,tumor,1.218618704
TCGA-D3-A2JL-06A-11R-A18S-07,skcm,tumor,2.261976211
TCGA-D3-A2JN-06A-11R-A18S-07,skcm,tumor,2.788694678
TCGA-D3-A2JO-06A-11R-A18S-07,skcm,tumor,2.376772642
TCGA-D3-A2JP-06A-11R-A18S-07,skcm,tumor,2.685016834
TCGA-D3-A3BZ-06A-12R-A18S-07,skcm,tumor,2.716582369
TCGA-D3-A3C1-06A-12R-A18S-07,skcm,tumor,2.765986858
TCGA-D3-A3C3-06A-12R-A18S-07,skcm,tumor,2.531227963
TCGA-D3-A3C6-06A-12R-A18U-07,skcm,tumor,1.352479002
TCGA-D3-A3C7-06A-11R-A18U-07,skcm,tumor,1.842317182
TCGA-D3-A3C8-06A-12R-A18S-07,skcm,tumor,2.40450391
TCGA-D3-A3CB-06A-11R-A18S-07,skcm,tumor,2.018109784
TCGA-D3-A3CC-06A-11R-A18S-07,skcm,tumor,2.527025063
TCGA-D3-A3CE-06A-11R-A18S-07,skcm,tumor,2.82724547
TCGA-D3-A3CF-06A-11R-A18T-07,skcm,tumor,2.733159147
TCGA-D3-A3ML-06A-11R-A21D-07,skcm,tumor,2.369910146
TCGA-D3-A3MO-06A-11R-A21D-07,skcm,tumor,0.775753205
TCGA-D3-A3MR-06A-11R-A21D-07,skcm,tumor,2.292499186
TCGA-D3-A3MU-06A-11R-A21D-07,skcm,tumor,1.371980717
TCGA-D3-A3MV-06A-11R-A21D-07,skcm,tumor,2.25061636
TCGA-D3-A51E-06A-11R-A266-07,skcm,tumor,2.480296856
TCGA-D3-A51F-06A-11R-A266-07,skcm,tumor,1.96168087
TCGA-D3-A51G-06A-11R-A266-07,skcm,tumor,1.739085209
TCGA-D3-A51H-06A-12R-A266-07,skcm,tumor,1.991917398
TCGA-D3-A51J-06A-11R-A266-07,skcm,tumor,2.481394147
TCGA-D3-A51K-06A-11R-A266-07,skcm,tumor,2.569018122
TCGA-D3-A51N-06A-11R-A266-07,skcm,tumor,1.419432985
TCGA-D3-A51R-06A-11R-A266-07,skcm,tumor,2.079254493
TCGA-D3-A51T-06A-11R-A266-07,skcm,tumor,2.683011653
TCGA-D3-A5GL-06A-11R-A27Q-07,skcm,tumor,2.36845482
TCGA-D3-A5GN-06A-11R-A27Q-07,skcm,tumor,2.121807642
TCGA-D3-A5GO-06A-12R-A27Q-07,skcm,tumor,1.768000603
TCGA-D3-A5GR-06A-11R-A27Q-07,skcm,tumor,1.759624701
TCGA-D3-A5GS-06A-11R-A27Q-07,skcm,tumor,2.199544802
TCGA-D3-A5GT-01A-12R-A311-07,skcm,tumor,2.911220297
TCGA-D3-A5GU-06A-11R-A27Q-07,skcm,tumor,2.455802621
TCGA-D3-A8GB-06A-11R-A37K-07,skcm,tumor,2.751236069
TCGA-D3-A8GC-06A-11R-A37K-07,skcm,tumor,2.309114083
TCGA-D3-A8GD-06A-11R-A37K-07,skcm,tumor,2.302376424
TCGA-D3-A8GE-06A-11R-A37K-07,skcm,tumor,2.649727259
TCGA-D3-A8GI-06A-11R-A37K-07,skcm,tumor,1.547476008
TCGA-D3-A8GJ-06A-11R-A37K-07,skcm,tumor,2.076321506
TCGA-D3-A8GK-06A-11R-A37K-07,skcm,tumor,2.209349316
TCGA-D3-A8GL-06A-11R-A37K-07,skcm,tumor,2.562264849
TCGA-D3-A8GM-06A-11R-A37K-07,skcm,tumor,2.355299398
TCGA-D3-A8GN-06A-11R-A37K-07,skcm,tumor,2.820298348
TCGA-D3-A8GO-06A-11R-A37K-07,skcm,tumor,2.561491311
TCGA-D3-A8GP-06A-11R-A37K-07,skcm,tumor,2.434455727
TCGA-D3-A8GQ-06A-11R-A37K-07,skcm,tumor,1.974341455
TCGA-D3-A8GR-06A-11R-A37K-07,skcm,tumor,2.291478531
TCGA-D3-A8GS-06A-12R-A37K-07,skcm,tumor,2.790289124
TCGA-D3-A8GV-06A-11R-A37K-07,skcm,tumor,1.95987814
TCGA-D9-A148-06A-11R-A18S-07,skcm,tumor,2.12515698
TCGA-D9-A149-06A-11R-A18S-07,skcm,tumor,2.564320193
TCGA-D9-A1JW-06A-11R-A18S-07,skcm,tumor,2.558153622
TCGA-D9-A1JX-06A-11R-A18S-07,skcm,tumor,2.523395899
TCGA-D9-A1X3-06A-11R-A18S-07,skcm,tumor,1.605514134
TCGA-D9-A3Z1-06A-11R-A239-07,skcm,tumor,2.542477848
TCGA-D9-A3Z3-06A-11R-A239-07,skcm,tumor,2.485217331
TCGA-D9-A3Z4-01A-11R-A239-07,skcm,tumor,2.541793963
TCGA-D9-A4Z2-01A-11R-A24X-07,skcm,tumor,2.677031386
TCGA-D9-A4Z3-01A-11R-A266-07,skcm,tumor,2.692227162
TCGA-D9-A4Z5-01A-11R-A266-07,skcm,tumor,2.044972562
TCGA-D9-A4Z6-06A-12R-A266-07,skcm,tumor,2.102169637
TCGA-D9-A6E9-06A-12R-A311-07,skcm,tumor,2.312146059
TCGA-D9-A6EA-06A-11R-A311-07,skcm,tumor,2.85381297
TCGA-D9-A6EC-06A-11R-A311-07,skcm,tumor,1.636831228
TCGA-D9-A6EG-06A-12R-A32P-07,skcm,tumor,1.903665287
TCGA-DA-A1HV-06A-21R-A18S-07,skcm,tumor,2.584578069
TCGA-DA-A1HW-06A-11R-A18U-07,skcm,tumor,2.864821094
TCGA-DA-A1HY-06A-11R-A18T-07,skcm,tumor,1.719999671
TCGA-DA-A1I0-06A-11R-A20F-07,skcm,tumor,2.788291229
TCGA-DA-A1I1-06A-12R-A18U-07,skcm,tumor,2.215166348
TCGA-DA-A1I2-06A-21R-A18U-07,skcm,tumor,2.535056708
TCGA-DA-A1I4-06A-11R-A18U-07,skcm,tumor,1.311476039
TCGA-DA-A1I5-06A-11R-A18T-07,skcm,tumor,1.60901837
TCGA-DA-A1I7-06A-22R-A18S-07,skcm,tumor,1.456111417
TCGA-DA-A1I8-06A-11R-A18T-07,skcm,tumor,1.936355183
TCGA-DA-A1IA-06A-11R-A18S-07,skcm,tumor,2.976907832
TCGA-DA-A1IB-06A-11R-A18S-07,skcm,tumor,2.265998747
TCGA-DA-A1IC-06A-11R-A18S-07,skcm,tumor,2.563678423
TCGA-DA-A3F2-06A-11R-A20F-07,skcm,tumor,2.270892395
TCGA-DA-A3F3-06A-11R-A20F-07,skcm,tumor,2.150919266
TCGA-DA-A3F5-06A-11R-A20F-07,skcm,tumor,2.532359901
TCGA-DA-A3F8-06A-11R-A20F-07,skcm,tumor,2.494093377
TCGA-DA-A95V-06A-11R-A37K-07,skcm,tumor,2.577684201
TCGA-DA-A95W-06A-11R-A37K-07,skcm,tumor,2.161252802
TCGA-DA-A95X-06A-11R-A37K-07,skcm,tumor,2.673448121
TCGA-DA-A95Y-06A-11R-A37K-07,skcm,tumor,2.420274485
TCGA-DA-A95Z-06A-11R-A37K-07,skcm,tumor,2.070339612
TCGA-DA-A960-01A-11R-A37K-07,skcm,tumor,2.629431469
TCGA-EB-A1NK-01A-11R-A18T-07,skcm,tumor,2.39007803
TCGA-EB-A24C-01A-11R-A18T-07,skcm,tumor,2.548277894
TCGA-EB-A24D-01A-11R-A18T-07,skcm,tumor,2.82432151
TCGA-EB-A299-01A-21R-A18U-07,skcm,tumor,2.008876238
TCGA-EB-A3HV-01A-11R-A21D-07,skcm,tumor,2.212216216
TCGA-EB-A3XB-01A-11R-A239-07,skcm,tumor,2.203700184
TCGA-EB-A3XC-01A-11R-A239-07,skcm,tumor,2.137040721
TCGA-EB-A3XD-01A-22R-A239-07,skcm,tumor,2.519715794
TCGA-EB-A3XE-01A-12R-A239-07,skcm,tumor,2.425420649
TCGA-EB-A3XF-01A-31R-A239-07,skcm,tumor,2.310471383
TCGA-EB-A3Y6-01A-21R-A239-07,skcm,tumor,2.348966949
TCGA-EB-A3Y7-01A-11R-A239-07,skcm,tumor,1.930885721
TCGA-EB-A41A-01A-11R-A24X-07,skcm,tumor,2.431470315
TCGA-EB-A41B-01A-11R-A24X-07,skcm,tumor,2.495009271
TCGA-EB-A42Y-01A-12R-A24X-07,skcm,tumor,1.949053565
TCGA-EB-A42Z-01A-12R-A24X-07,skcm,tumor,1.748895126
TCGA-EB-A430-01A-11R-A24X-07,skcm,tumor,2.411893307
TCGA-EB-A431-01A-11R-A266-07,skcm,tumor,2.550078766
TCGA-EB-A44N-01A-11R-A266-07,skcm,tumor,2.536754817
TCGA-EB-A44O-01A-11R-A266-07,skcm,tumor,2.317198834
TCGA-EB-A44P-01A-11R-A266-07,skcm,tumor,2.381091346
TCGA-EB-A44Q-06A-11R-A266-07,skcm,tumor,2.468624995
TCGA-EB-A44R-06A-41R-A266-07,skcm,tumor,2.18559619
TCGA-EB-A4IQ-01A-12R-A266-07,skcm,tumor,2.150488661
TCGA-EB-A4IS-01A-21R-A266-07,skcm,tumor,2.678873101
TCGA-EB-A4OY-01A-11R-A266-07,skcm,tumor,1.942666707
TCGA-EB-A4OZ-01A-12R-A266-07,skcm,tumor,2.525132287
TCGA-EB-A4P0-01A-41R-A266-07,skcm,tumor,2.226414054
TCGA-EB-A4XL-01A-11R-A27Q-07,skcm,tumor,2.524984376
TCGA-EB-A51B-01A-11R-A27Q-07,skcm,tumor,2.49718067
TCGA-EB-A550-01A-61R-A27Q-07,skcm,tumor,2.341535913
TCGA-EB-A551-01A-21R-A27Q-07,skcm,tumor,2.69282867
TCGA-EB-A553-01A-12R-A27Q-07,skcm,tumor,2.418078851
TCGA-EB-A57M-01A-51R-A311-07,skcm,tumor,3.204639742
TCGA-EB-A5FP-01A-11R-A27Q-07,skcm,tumor,2.36165216
TCGA-EB-A5KH-06A-11R-A27Q-07,skcm,tumor,2.949269687
TCGA-EB-A5SE-01A-11R-A311-07,skcm,tumor,2.587491158
TCGA-EB-A5SF-01A-11R-A311-07,skcm,tumor,1.812850261
TCGA-EB-A5SG-06A-11R-A311-07,skcm,tumor,2.659542482
TCGA-EB-A5SH-06A-11R-A311-07,skcm,tumor,2.842755939
TCGA-EB-A5UL-06A-11R-A311-07,skcm,tumor,2.820097069
TCGA-EB-A5UM-01A-11R-A311-07,skcm,tumor,2.70748697
TCGA-EB-A5UN-06A-11R-A311-07,skcm,tumor,2.750143844
TCGA-EB-A5VU-01A-21R-A32P-07,skcm,tumor,2.545321407
TCGA-EB-A5VV-06A-11R-A32P-07,skcm,tumor,2.233276346
TCGA-EB-A6L9-06A-11R-A32P-07,skcm,tumor,2.615832507
TCGA-EB-A6QY-01A-12R-A32P-07,skcm,tumor,2.339701836
TCGA-EB-A6QZ-01A-12R-A32P-07,skcm,tumor,1.990190137
TCGA-EB-A6R0-01A-12R-A32P-07,skcm,tumor,2.439732364
TCGA-EB-A82B-01A-11R-A352-07,skcm,tumor,2.50407521
TCGA-EB-A82C-01A-11R-A352-07,skcm,tumor,3.051457141
TCGA-EB-A85I-01A-11R-A352-07,skcm,tumor,2.250176311
TCGA-EB-A85J-01A-12R-A352-07,skcm,tumor,2.031518284
TCGA-EB-A97M-01A-11R-A38C-07,skcm,tumor,2.260974632
TCGA-EE-A17X-06A-11R-A18S-07,skcm,tumor,2.077313038
TCGA-EE-A17Y-06A-11R-A18T-07,skcm,tumor,1.596012435
TCGA-EE-A17Z-06A-11R-A18S-07,skcm,tumor,2.698811261
TCGA-EE-A180-06A-11R-A21D-07,skcm,tumor,2.934614978
TCGA-EE-A181-06A-11R-A18S-07,skcm,tumor,2.19657638
TCGA-EE-A182-06A-11R-A18T-07,skcm,tumor,1.408087804
TCGA-EE-A183-06A-11R-A18S-07,skcm,tumor,2.450399364
TCGA-EE-A184-06A-11R-A18S-07,skcm,tumor,2.923293375
TCGA-EE-A185-06A-11R-A18S-07,skcm,tumor,2.446559668
TCGA-EE-A20B-06A-11R-A18U-07,skcm,tumor,2.139747441
TCGA-EE-A20C-06A-11R-A18S-07,skcm,tumor,2.535618272
TCGA-EE-A20F-06A-21R-A18S-07,skcm,tumor,2.449214197
TCGA-EE-A20H-06A-11R-A18S-07,skcm,tumor,2.128722137
TCGA-EE-A20I-06A-11R-A18U-07,skcm,tumor,2.253568131
TCGA-EE-A29A-06A-12R-A18U-07,skcm,tumor,2.292510477
TCGA-EE-A29B-06A-11R-A18U-07,skcm,tumor,2.222790746
TCGA-EE-A29C-06A-21R-A18S-07,skcm,tumor,1.72180209
TCGA-EE-A29D-06A-11R-A18T-07,skcm,tumor,2.164055192
TCGA-EE-A29E-06A-11R-A18T-07,skcm,tumor,2.773592328
TCGA-EE-A29G-06A-12R-A18T-07,skcm,tumor,1.69922404
TCGA-EE-A29H-06A-12R-A18S-07,skcm,tumor,2.208795564
TCGA-EE-A29L-06A-12R-A18S-07,skcm,tumor,2.3455605
TCGA-EE-A29M-06A-11R-A18T-07,skcm,tumor,2.516706053
TCGA-EE-A29N-06A-12R-A18S-07,skcm,tumor,2.37974486
TCGA-EE-A29P-06A-11R-A18T-07,skcm,tumor,2.318303017
TCGA-EE-A29Q-06A-11R-A18T-07,skcm,tumor,2.20269145
TCGA-EE-A29R-06A-11R-A18T-07,skcm,tumor,1.885905595
TCGA-EE-A29S-06A-11R-A18T-07,skcm,tumor,2.191589808
TCGA-EE-A29T-06A-11R-A18T-07,skcm,tumor,2.326751543
TCGA-EE-A29V-06A-12R-A18S-07,skcm,tumor,2.821862569
TCGA-EE-A29W-06A-11R-A18U-07,skcm,tumor,2.443172401
TCGA-EE-A29X-06A-11R-A18T-07,skcm,tumor,2.552076051
TCGA-EE-A2A0-06A-11R-A18T-07,skcm,tumor,2.308969838
TCGA-EE-A2A1-06A-11R-A18T-07,skcm,tumor,2.638805834
TCGA-EE-A2A2-06A-11R-A18T-07,skcm,tumor,2.492565928
TCGA-EE-A2A5-06A-11R-A18T-07,skcm,tumor,2.083751525
TCGA-EE-A2A6-06A-11R-A18T-07,skcm,tumor,2.806515999
TCGA-EE-A2GB-06A-11R-A18T-07,skcm,tumor,2.68433575
TCGA-EE-A2GC-06A-11R-A18T-07,skcm,tumor,2.481650861
TCGA-EE-A2GD-06A-11R-A18T-07,skcm,tumor,1.9556535
TCGA-EE-A2GE-06A-11R-A18T-07,skcm,tumor,2.063301632
TCGA-EE-A2GH-06A-11R-A18T-07,skcm,tumor,2.860168121
TCGA-EE-A2GI-06A-11R-A18T-07,skcm,tumor,2.718430324
TCGA-EE-A2GJ-06A-11R-A18U-07,skcm,tumor,2.271581771
TCGA-EE-A2GK-06A-11R-A18S-07,skcm,tumor,1.975331948
TCGA-EE-A2GL-06A-11R-A18S-07,skcm,tumor,2.26622414
TCGA-EE-A2GM-06B-11R-A18S-07,skcm,tumor,2.602812079
TCGA-EE-A2GN-06A-11R-A18S-07,skcm,tumor,1.766005453
TCGA-EE-A2GO-06A-11R-A18S-07,skcm,tumor,1.562661117
TCGA-EE-A2GP-06A-11R-A18S-07,skcm,tumor,1.89404671
TCGA-EE-A2GR-06A-11R-A18S-07,skcm,tumor,1.979446872
TCGA-EE-A2GS-06A-12R-A18S-07,skcm,tumor,1.936936216
TCGA-EE-A2GT-06A-12R-A18S-07,skcm,tumor,2.588079753
TCGA-EE-A2GU-06A-11R-A18T-07,skcm,tumor,2.860261903
TCGA-EE-A2M5-06A-12R-A18S-07,skcm,tumor,2.739718596
TCGA-EE-A2M6-06A-12R-A18S-07,skcm,tumor,2.261523206
TCGA-EE-A2M7-06A-11R-A18U-07,skcm,tumor,2.563085157
TCGA-EE-A2M8-06A-12R-A18S-07,skcm,tumor,2.143097666
TCGA-EE-A2MC-06A-12R-A18S-07,skcm,tumor,2.251584119
TCGA-EE-A2MD-06A-11R-A18T-07,skcm,tumor,2.128971761
TCGA-EE-A2ME-06A-11R-A18T-07,skcm,tumor,2.633569756
TCGA-EE-A2MF-06A-11R-A21D-07,skcm,tumor,2.904922779
TCGA-EE-A2MG-06A-11R-A18T-07,skcm,tumor,2.364190281
TCGA-EE-A2MH-06A-11R-A18S-07,skcm,tumor,2.601243809
TCGA-EE-A2MI-06A-11R-A18U-07,skcm,tumor,2.324783378
TCGA-EE-A2MJ-06A-11R-A18S-07,skcm,tumor,2.841766696
TCGA-EE-A2MK-06A-11R-A18S-07,skcm,tumor,2.726993895
