SampleID,Cancertype,Sampletype,ImTHscore
TCGA-OR-A5J1-01A-11R-A29S-07,acc,tumor,2.802276256
TCGA-OR-A5J2-01A-11R-A29S-07,acc,tumor,2.658089103
TCGA-OR-A5J3-01A-11R-A29S-07,acc,tumor,2.359216967
TCGA-OR-A5J5-01A-11R-A29S-07,acc,tumor,2.513098742
TCGA-OR-A5J6-01A-31R-A29S-07,acc,tumor,2.179644107
TCGA-OR-A5J7-01A-11R-A29S-07,acc,tumor,2.654224155
TCGA-OR-A5J8-01A-11R-A29S-07,acc,tumor,1.649387638
TCGA-OR-A5J9-01A-11R-A29S-07,acc,tumor,2.848247607
TCGA-OR-A5JA-01A-11R-A29S-07,acc,tumor,1.856015275
TCGA-OR-A5JB-01A-11R-A29S-07,acc,tumor,2.000216617
TCGA-OR-A5JC-01A-11R-A29S-07,acc,tumor,2.281215419
TCGA-OR-A5JD-01A-11R-A29S-07,acc,tumor,2.650979423
TCGA-OR-A5JE-01A-11R-A29S-07,acc,tumor,2.791529211
TCGA-OR-A5JF-01A-11R-A29S-07,acc,tumor,2.668323111
TCGA-OR-A5JG-01A-11R-A29S-07,acc,tumor,2.130775955
TCGA-OR-A5JI-01A-11R-A29S-07,acc,tumor,2.506307749
TCGA-OR-A5JJ-01A-11R-A29S-07,acc,tumor,2.915177646
TCGA-OR-A5JK-01A-11R-A29S-07,acc,tumor,2.342661557
TCGA-OR-A5JL-01A-11R-A29S-07,acc,tumor,2.617602296
TCGA-OR-A5JM-01A-11R-A29S-07,acc,tumor,2.564488816
TCGA-OR-A5JO-01A-11R-A29S-07,acc,tumor,2.304415175
TCGA-OR-A5JP-01A-11R-A29S-07,acc,tumor,1.782174119
TCGA-OR-A5JQ-01A-11R-A29S-07,acc,tumor,2.537690466
TCGA-OR-A5JR-01A-11R-A29S-07,acc,tumor,2.219072368
TCGA-OR-A5JS-01A-11R-A29S-07,acc,tumor,3.040161766
TCGA-OR-A5JT-01A-11R-A29S-07,acc,tumor,2.447147654
TCGA-OR-A5JV-01A-11R-A29S-07,acc,tumor,1.973289753
TCGA-OR-A5JW-01A-11R-A29S-07,acc,tumor,2.376673775
TCGA-OR-A5JX-01A-11R-A29S-07,acc,tumor,3.085678235
TCGA-OR-A5JY-01A-31R-A29S-07,acc,tumor,2.716004126
TCGA-OR-A5JZ-01A-11R-A29S-07,acc,tumor,2.21187142
TCGA-OR-A5K0-01A-11R-A29S-07,acc,tumor,2.820837345
TCGA-OR-A5K1-01A-11R-A29S-07,acc,tumor,2.675790145
TCGA-OR-A5K2-01A-11R-A29S-07,acc,tumor,2.425891769
TCGA-OR-A5K3-01A-11R-A29S-07,acc,tumor,2.671716991
TCGA-OR-A5K4-01A-11R-A29S-07,acc,tumor,2.909049723
TCGA-OR-A5K5-01A-11R-A29S-07,acc,tumor,2.653803485
TCGA-OR-A5K6-01A-11R-A29S-07,acc,tumor,2.973070929
TCGA-OR-A5K8-01A-11R-A29S-07,acc,tumor,2.378361523
TCGA-OR-A5K9-01A-11R-A29S-07,acc,tumor,2.577205852
TCGA-OR-A5KO-01A-11R-A29S-07,acc,tumor,2.329545307
TCGA-OR-A5KT-01A-11R-A29S-07,acc,tumor,2.722216027
TCGA-OR-A5KU-01A-11R-A29S-07,acc,tumor,2.674624218
TCGA-OR-A5KV-01A-11R-A29S-07,acc,tumor,2.584495346
TCGA-OR-A5KW-01A-11R-A29S-07,acc,tumor,3.3085339
TCGA-OR-A5KX-01A-11R-A29S-07,acc,tumor,2.38106545
TCGA-OR-A5KY-01A-11R-A29S-07,acc,tumor,2.137786586
TCGA-OR-A5KZ-01A-11R-A29S-07,acc,tumor,2.252497071
TCGA-OR-A5L3-01A-11R-A29S-07,acc,tumor,2.568993203
TCGA-OR-A5L4-01A-11R-A29S-07,acc,tumor,2.640826919
TCGA-OR-A5L5-01A-11R-A29S-07,acc,tumor,2.675418167
TCGA-OR-A5L6-01A-11R-A29S-07,acc,tumor,2.365651452
TCGA-OR-A5L8-01A-11R-A29S-07,acc,tumor,2.251530166
TCGA-OR-A5L9-01A-11R-A29S-07,acc,tumor,2.574715149
TCGA-OR-A5LA-01A-11R-A29S-07,acc,tumor,2.421650982
TCGA-OR-A5LB-01A-11R-A29S-07,acc,tumor,2.30454003
TCGA-OR-A5LC-01A-11R-A29S-07,acc,tumor,2.448439653
TCGA-OR-A5LD-01A-11R-A29S-07,acc,tumor,2.852490524
TCGA-OR-A5LE-01A-11R-A29S-07,acc,tumor,2.572393283
TCGA-OR-A5LG-01A-11R-A29S-07,acc,tumor,2.180717532
TCGA-OR-A5LH-01A-11R-A29S-07,acc,tumor,2.732081955
TCGA-OR-A5LJ-01A-11R-A29S-07,acc,tumor,2.689593663
TCGA-OR-A5LK-01A-11R-A29S-07,acc,tumor,2.181940343
TCGA-OR-A5LL-01A-11R-A29S-07,acc,tumor,2.309105097
TCGA-OR-A5LM-01A-11R-A29S-07,acc,tumor,1.970411395
TCGA-OR-A5LN-01A-11R-A29S-07,acc,tumor,2.406387623
TCGA-OR-A5LO-01A-11R-A29S-07,acc,tumor,2.771568953
TCGA-OR-A5LP-01A-11R-A29S-07,acc,tumor,2.426087769
TCGA-OR-A5LR-01A-11R-A29S-07,acc,tumor,2.389301706
TCGA-OR-A5LS-01A-11R-A29S-07,acc,tumor,2.498301964
TCGA-OR-A5LT-01A-11R-A29S-07,acc,tumor,2.310653305
TCGA-OU-A5PI-01A-12R-A29S-07,acc,tumor,1.931055426
TCGA-P6-A5OF-01A-11R-A29S-07,acc,tumor,2.287406019
TCGA-P6-A5OG-01A-22R-A29S-07,acc,tumor,2.01613198
TCGA-PA-A5YG-01A-11R-A29S-07,acc,tumor,2.540899649
TCGA-PK-A5H8-01A-11R-A29S-07,acc,tumor,2.284687724
TCGA-PK-A5H9-01A-11R-A29S-07,acc,tumor,2.972299683
TCGA-PK-A5HA-01A-11R-A29S-07,acc,tumor,2.066528264
TCGA-PK-A5HB-01A-11R-A29S-07,acc,tumor,2.545656636
TCGA-2F-A9KO-01A-11R-A38B-07,blca,tumor,2.727334473
TCGA-2F-A9KP-01A-11R-A38B-07,blca,tumor,2.98878335
TCGA-2F-A9KQ-01A-11R-A38B-07,blca,tumor,2.810213288
TCGA-2F-A9KR-01A-11R-A38B-07,blca,tumor,2.965495837
TCGA-2F-A9KT-01A-11R-A38B-07,blca,tumor,2.577496096
TCGA-2F-A9KW-01A-11R-A38B-07,blca,tumor,2.831086895
TCGA-4Z-AA7M-01A-11R-A39I-07,blca,tumor,2.283039295
TCGA-4Z-AA7N-01A-11R-A39I-07,blca,tumor,2.269264281
TCGA-4Z-AA7O-01A-31R-A39I-07,blca,tumor,2.800858179
TCGA-4Z-AA7Q-01A-11R-A39I-07,blca,tumor,2.979347282
TCGA-4Z-AA7R-01A-11R-A39I-07,blca,tumor,2.875361327
TCGA-4Z-AA7S-01A-11R-A39I-07,blca,tumor,2.935161012
TCGA-4Z-AA7W-01A-11R-A39I-07,blca,tumor,2.652245207
TCGA-4Z-AA7Y-01A-11R-A39I-07,blca,tumor,3.098911904
TCGA-4Z-AA80-01A-11R-A39I-07,blca,tumor,3.246056215
TCGA-4Z-AA81-01A-11R-A39I-07,blca,tumor,2.67781904
TCGA-4Z-AA82-01A-11R-A39I-07,blca,tumor,2.581126044
TCGA-4Z-AA83-01A-11R-A39I-07,blca,tumor,2.769283826
TCGA-4Z-AA84-01A-11R-A39I-07,blca,tumor,2.918550347
TCGA-4Z-AA86-01A-11R-A39I-07,blca,tumor,1.627534436
TCGA-4Z-AA87-01A-11R-A39I-07,blca,tumor,2.60051024
TCGA-4Z-AA89-01A-11R-A39I-07,blca,tumor,2.572218728
TCGA-5N-A9KI-01A-31R-A42T-07,blca,tumor,2.61932166
TCGA-5N-A9KM-01A-11R-A42T-07,blca,tumor,2.440320691
TCGA-BL-A0C8-01A-11R-A10U-07,blca,tumor,2.168367964
TCGA-BL-A13I-01A-11R-A13Y-07,blca,tumor,1.672818515
TCGA-BL-A13J-01A-11R-A10U-07,blca,tumor,2.15545425
TCGA-BL-A3JM-01A-12R-A21D-07,blca,tumor,1.729478038
TCGA-BL-A5ZZ-01A-31R-A30C-07,blca,tumor,1.314372425
TCGA-BT-A0S7-01A-11R-A10U-07,blca,tumor,2.245967225
TCGA-BT-A0YX-01A-11R-A10U-07,blca,tumor,2.713144525
TCGA-BT-A20J-01A-11R-A14Y-07,blca,tumor,2.52111901
TCGA-BT-A20N-01A-11R-A14Y-07,blca,tumor,2.317365536
TCGA-BT-A20O-01A-21R-A14Y-07,blca,tumor,2.381056839
TCGA-BT-A20P-01A-11R-A14Y-07,blca,tumor,2.478275667
TCGA-BT-A20Q-01A-11R-A14Y-07,blca,tumor,3.028187194
TCGA-BT-A20R-01A-12R-A16R-07,blca,tumor,1.530263875
TCGA-BT-A20T-01A-11R-A14Y-07,blca,tumor,2.872022662
TCGA-BT-A20U-01A-11R-A14Y-07,blca,tumor,2.089117305
TCGA-BT-A20V-01A-11R-A14Y-07,blca,tumor,2.630122202
TCGA-BT-A20W-01A-21R-A14Y-07,blca,tumor,3.012462856
TCGA-BT-A20X-01A-11R-A16R-07,blca,tumor,2.85719676
TCGA-BT-A2LA-01A-11R-A18C-07,blca,tumor,2.471624998
TCGA-BT-A2LB-01A-11R-A18C-07,blca,tumor,2.968701678
TCGA-BT-A2LD-01A-12R-A20F-07,blca,tumor,2.519181996
TCGA-BT-A3PH-01A-11R-A220-07,blca,tumor,2.693593057
TCGA-BT-A3PJ-01A-21R-A220-07,blca,tumor,2.185034816
TCGA-BT-A3PK-01A-21R-A220-07,blca,tumor,2.352755503
TCGA-BT-A42C-01A-11R-A23N-07,blca,tumor,3.226545455
TCGA-BT-A42E-01A-11R-A23W-07,blca,tumor,2.354493119
TCGA-BT-A42F-01A-11R-A23W-07,blca,tumor,2.236552515
TCGA-C4-A0EZ-01A-21R-A24X-07,blca,tumor,2.50212788
TCGA-C4-A0F0-01A-12R-A10U-07,blca,tumor,2.539404547
TCGA-C4-A0F1-01A-11R-A034-07,blca,tumor,2.322253221
TCGA-C4-A0F6-01A-11R-A10U-07,blca,tumor,2.886791153
TCGA-C4-A0F7-01A-11R-A084-07,blca,tumor,2.533489429
TCGA-CF-A1HR-01A-11R-A13Y-07,blca,tumor,3.196006713
TCGA-CF-A1HS-01A-11R-A13Y-07,blca,tumor,1.921355554
TCGA-CF-A27C-01A-11R-A16R-07,blca,tumor,3.296412388
TCGA-CF-A3MF-01A-12R-A21D-07,blca,tumor,2.704842823
TCGA-CF-A3MG-01A-11R-A20F-07,blca,tumor,2.253803703
TCGA-CF-A3MH-01A-11R-A20F-07,blca,tumor,2.473331773
TCGA-CF-A3MI-01A-11R-A20F-07,blca,tumor,3.014008563
TCGA-CF-A47S-01A-11R-A23W-07,blca,tumor,3.196913232
TCGA-CF-A47T-01A-11R-A23W-07,blca,tumor,2.896467456
TCGA-CF-A47V-01A-11R-A23W-07,blca,tumor,2.904027886
TCGA-CF-A47W-01A-11R-A23W-07,blca,tumor,2.864205233
TCGA-CF-A47X-01A-31R-A23W-07,blca,tumor,3.121038527
TCGA-CF-A47Y-01A-11R-A23W-07,blca,tumor,3.192863487
TCGA-CF-A5U8-01A-11R-A28M-07,blca,tumor,3.05174079
TCGA-CF-A5UA-01A-11R-A28M-07,blca,tumor,2.755381567
TCGA-CF-A7I0-01A-22R-A352-07,blca,tumor,2.983781061
TCGA-CF-A8HX-01A-11R-A36F-07,blca,tumor,2.544609346
TCGA-CF-A8HY-01A-11R-A36F-07,blca,tumor,2.852598988
TCGA-CF-A9FF-01A-11R-A38B-07,blca,tumor,2.794256968
TCGA-CF-A9FH-01A-11R-A38B-07,blca,tumor,2.614198428
TCGA-CF-A9FL-01A-11R-A38B-07,blca,tumor,2.587927914
TCGA-CF-A9FM-01A-11R-A38B-07,blca,tumor,2.728836866
TCGA-CU-A0YN-01A-21R-A10U-07,blca,tumor,2.718134094
TCGA-CU-A0YO-01A-11R-A10U-07,blca,tumor,2.962677344
TCGA-CU-A0YR-01A-12R-A10U-07,blca,tumor,2.052274033
TCGA-CU-A3KJ-01A-11R-A21D-07,blca,tumor,2.502971963
TCGA-CU-A3QU-01A-11R-A22U-07,blca,tumor,2.560803274
TCGA-CU-A3YL-01A-11R-A22U-07,blca,tumor,3.157755429
TCGA-CU-A5W6-01A-11R-A28M-07,blca,tumor,2.782665111
TCGA-CU-A72E-01A-12R-A33J-07,blca,tumor,2.200577907
TCGA-DK-A1A3-01A-11R-A13Y-07,blca,tumor,2.734495782
TCGA-DK-A1A5-01A-11R-A13Y-07,blca,tumor,2.707926706
TCGA-DK-A1A6-01A-11R-A13Y-07,blca,tumor,2.910280315
TCGA-DK-A1A7-01A-11R-A13Y-07,blca,tumor,2.915609741
TCGA-DK-A1AA-01A-11R-A13Y-07,blca,tumor,2.76855219
TCGA-DK-A1AB-01A-11R-A13Y-07,blca,tumor,2.319999277
TCGA-DK-A1AC-01A-11R-A13Y-07,blca,tumor,2.654353116
TCGA-DK-A1AD-01A-11R-A13Y-07,blca,tumor,2.740491952
TCGA-DK-A1AE-01A-11R-A13Y-07,blca,tumor,2.866018029
TCGA-DK-A1AF-01A-11R-A13Y-07,blca,tumor,2.245930925
TCGA-DK-A1AG-01A-11R-A13Y-07,blca,tumor,3.246805836
TCGA-DK-A2HX-01A-12R-A18C-07,blca,tumor,2.776529777
TCGA-DK-A2I1-01A-11R-A180-07,blca,tumor,2.741933635
TCGA-DK-A2I2-01A-11R-A180-07,blca,tumor,2.131212076
TCGA-DK-A2I4-01A-11R-A21D-07,blca,tumor,2.530554059
TCGA-DK-A2I6-01A-12R-A18C-07,blca,tumor,2.547095697
TCGA-DK-A3IK-01A-32R-A21D-07,blca,tumor,2.680801536
TCGA-DK-A3IL-01A-11R-A20F-07,blca,tumor,2.574095915
TCGA-DK-A3IM-01A-11R-A20F-07,blca,tumor,2.232053239
TCGA-DK-A3IN-01A-11R-A20F-07,blca,tumor,2.057739903
TCGA-DK-A3IQ-01A-31R-A32Y-07,blca,tumor,2.435439616
TCGA-DK-A3IS-01A-21R-A21D-07,blca,tumor,2.860384766
TCGA-DK-A3IT-01A-31R-A20F-07,blca,tumor,3.200239406
TCGA-DK-A3IU-01A-11R-A20F-07,blca,tumor,2.325741062
TCGA-DK-A3IV-01A-22R-A21D-07,blca,tumor,2.90926739
TCGA-DK-A3WW-01A-22R-A23N-07,blca,tumor,2.525122308
TCGA-DK-A3WX-01A-22R-A22U-07,blca,tumor,2.574541113
TCGA-DK-A3WY-01A-11R-A22U-07,blca,tumor,2.195597433
TCGA-DK-A3X1-01A-12R-A22U-07,blca,tumor,2.608160394
TCGA-DK-A3X2-01A-11R-A22U-07,blca,tumor,2.252277031
TCGA-DK-A6AV-01A-12R-A30C-07,blca,tumor,3.038436533
TCGA-DK-A6AW-01A-11R-A30C-07,blca,tumor,2.864975482
TCGA-DK-A6B0-01A-11R-A31N-07,blca,tumor,2.737693579
TCGA-DK-A6B1-01A-12R-A30C-07,blca,tumor,3.096433324
TCGA-DK-A6B2-01A-11R-A30C-07,blca,tumor,2.768293838
TCGA-DK-A6B5-01A-11R-A31N-07,blca,tumor,2.679592209
TCGA-DK-A6B6-01A-11R-A30C-07,blca,tumor,3.171355885
TCGA-DK-AA6L-01A-11R-A39I-07,blca,tumor,2.376075631
TCGA-DK-AA6M-01A-11R-A39I-07,blca,tumor,2.734840674
TCGA-DK-AA6P-01A-11R-A39I-07,blca,tumor,2.864204772
TCGA-DK-AA6Q-01A-11R-A39I-07,blca,tumor,2.740701343
TCGA-DK-AA6R-01A-11R-A42T-07,blca,tumor,2.688295207
TCGA-DK-AA6S-01A-21R-A39I-07,blca,tumor,2.208529241
TCGA-DK-AA6T-01A-11R-A39I-07,blca,tumor,1.208823636
TCGA-DK-AA6U-01A-11R-A39I-07,blca,tumor,3.277756586
TCGA-DK-AA6W-01A-12R-A39I-07,blca,tumor,2.491551177
TCGA-DK-AA6X-01A-12R-A42T-07,blca,tumor,2.780953236
TCGA-DK-AA71-01A-31R-A39I-07,blca,tumor,2.47028275
TCGA-DK-AA74-01A-11R-A39I-07,blca,tumor,2.244364727
TCGA-DK-AA75-01A-11R-A39I-07,blca,tumor,2.922252093
TCGA-DK-AA76-01A-11R-A39I-07,blca,tumor,2.900929664
TCGA-DK-AA77-01A-11R-A39I-07,blca,tumor,2.906323473
TCGA-E5-A2PC-01A-11R-A206-07,blca,tumor,2.92318255
TCGA-E5-A4TZ-01A-11R-A31N-07,blca,tumor,2.731228546
TCGA-E5-A4U1-01A-11R-A31N-07,blca,tumor,2.977163503
TCGA-E7-A3X6-01A-12R-A22U-07,blca,tumor,2.822953169
TCGA-E7-A3Y1-01A-11R-A22U-07,blca,tumor,3.084398759
TCGA-E7-A4IJ-01A-31R-A26T-07,blca,tumor,2.965356577
TCGA-E7-A4XJ-01A-11R-A26T-07,blca,tumor,2.945183885
TCGA-E7-A519-01A-11R-A26T-07,blca,tumor,3.119577895
TCGA-E7-A541-01A-11R-A26T-07,blca,tumor,2.862799081
TCGA-E7-A5KE-01A-11R-A28M-07,blca,tumor,3.272283593
TCGA-E7-A5KF-01A-11R-A28M-07,blca,tumor,2.310664307
TCGA-E7-A677-01A-11R-A30C-07,blca,tumor,3.018080344
TCGA-E7-A678-01A-11R-A30C-07,blca,tumor,2.752062212
TCGA-E7-A6MD-01A-41R-A352-07,blca,tumor,2.762667723
TCGA-E7-A6ME-01A-22R-A32O-07,blca,tumor,2.605224079
TCGA-E7-A6MF-01A-12R-A32O-07,blca,tumor,2.949771457
TCGA-E7-A7DU-01A-11R-A32O-07,blca,tumor,3.256828405
TCGA-E7-A7DV-01A-11R-A33J-07,blca,tumor,1.257585024
TCGA-E7-A7PW-01A-11R-A352-07,blca,tumor,3.128700398
TCGA-E7-A7XN-01A-11R-A352-07,blca,tumor,2.699650725
TCGA-E7-A85H-01A-11R-A352-07,blca,tumor,2.874113616
TCGA-E7-A8O7-01A-11R-A36F-07,blca,tumor,3.203823501
TCGA-E7-A8O8-01A-11R-A36F-07,blca,tumor,2.500584793
TCGA-E7-A97P-01A-11R-A38B-07,blca,tumor,2.52575763
TCGA-E7-A97Q-01A-11R-A38B-07,blca,tumor,2.65645303
TCGA-FD-A3B3-01A-12R-A206-07,blca,tumor,2.205264369
TCGA-FD-A3B4-01A-12R-A206-07,blca,tumor,2.378961672
TCGA-FD-A3B5-01A-11R-A20F-07,blca,tumor,2.061905159
TCGA-FD-A3B6-01A-21R-A20F-07,blca,tumor,2.382905409
TCGA-FD-A3B7-01A-31R-A20F-07,blca,tumor,2.023476176
TCGA-FD-A3B8-01A-31R-A20F-07,blca,tumor,2.242516819
TCGA-FD-A3N5-01A-11R-A21D-07,blca,tumor,2.465124982
TCGA-FD-A3N6-01A-11R-A21D-07,blca,tumor,2.366136836
TCGA-FD-A3NA-01A-11R-A21D-07,blca,tumor,2.665236519
TCGA-FD-A3SJ-01A-12R-A22U-07,blca,tumor,2.884572312
TCGA-FD-A3SL-01A-21R-A22U-07,blca,tumor,2.070093416
TCGA-FD-A3SM-01A-11R-A22U-07,blca,tumor,1.490900968
TCGA-FD-A3SN-01A-12R-A22U-07,blca,tumor,2.458323619
TCGA-FD-A3SO-01A-11R-A22U-07,blca,tumor,2.371866502
TCGA-FD-A3SP-01A-31R-A22U-07,blca,tumor,1.781102826
TCGA-FD-A3SQ-01A-21R-A22U-07,blca,tumor,2.250983762
TCGA-FD-A3SR-01A-11R-A22U-07,blca,tumor,2.719222423
TCGA-FD-A3SS-01A-12R-A22U-07,blca,tumor,2.637575867
TCGA-FD-A43N-01A-11R-A23W-07,blca,tumor,2.799072597
TCGA-FD-A43P-01A-31R-A23W-07,blca,tumor,3.002573766
TCGA-FD-A43S-01A-21R-A23W-07,blca,tumor,2.986691964
TCGA-FD-A43U-01A-11R-A23W-07,blca,tumor,1.743514089
TCGA-FD-A43X-01A-11R-A23W-07,blca,tumor,2.881735695
TCGA-FD-A43Y-01A-21R-A26T-07,blca,tumor,2.317467927
TCGA-FD-A5BR-01A-11R-A26T-07,blca,tumor,2.898934402
TCGA-FD-A5BS-01A-21R-A26T-07,blca,tumor,2.703319304
TCGA-FD-A5BT-01A-11R-A26T-07,blca,tumor,2.41057609
TCGA-FD-A5BU-01A-31R-A26T-07,blca,tumor,2.773121258
TCGA-FD-A5BV-01A-11R-A26T-07,blca,tumor,2.77960231
TCGA-FD-A5BX-01A-11R-A26T-07,blca,tumor,1.448483419
TCGA-FD-A5BY-01A-31R-A28M-07,blca,tumor,2.119919378
TCGA-FD-A5BZ-01A-11R-A28M-07,blca,tumor,1.696985728
TCGA-FD-A5C0-01A-11R-A28M-07,blca,tumor,2.721016783
TCGA-FD-A5C1-01A-11R-A28M-07,blca,tumor,2.28420728
TCGA-FD-A62N-01A-11R-A30C-07,blca,tumor,2.575224887
TCGA-FD-A62O-01A-11R-A30C-07,blca,tumor,2.981076331
TCGA-FD-A62P-01A-32R-A30C-07,blca,tumor,2.139517487
TCGA-FD-A62S-01A-11R-A30C-07,blca,tumor,2.365242268
TCGA-FD-A6TA-01A-12R-A33J-07,blca,tumor,2.757520467
TCGA-FD-A6TB-01A-12R-A33J-07,blca,tumor,2.458467183
TCGA-FD-A6TC-01A-21R-A33J-07,blca,tumor,1.742665033
TCGA-FD-A6TD-01A-51R-A33J-07,blca,tumor,2.337876872
TCGA-FD-A6TE-01A-12R-A33J-07,blca,tumor,2.742110301
TCGA-FD-A6TF-01A-52R-A32O-07,blca,tumor,2.335159062
TCGA-FD-A6TG-01A-11R-A32O-07,blca,tumor,2.693178118
TCGA-FD-A6TH-01A-11R-A32O-07,blca,tumor,1.948119053
TCGA-FD-A6TI-01A-11R-A32O-07,blca,tumor,2.776100552
TCGA-FD-A6TK-01A-42R-A33J-07,blca,tumor,2.492931978
TCGA-FJ-A3Z7-01A-12R-A23N-07,blca,tumor,3.032034598
TCGA-FJ-A3Z9-01A-11R-A26T-07,blca,tumor,2.501356733
TCGA-FJ-A3ZE-01A-11R-A23N-07,blca,tumor,2.346210322
TCGA-FJ-A3ZF-01A-11R-A23N-07,blca,tumor,2.686015636
TCGA-FJ-A871-01A-11R-A352-07,blca,tumor,1.966441786
TCGA-FT-A3EE-01A-11R-A206-07,blca,tumor,2.829327357
TCGA-FT-A61P-01A-11R-A30C-07,blca,tumor,2.262084152
TCGA-G2-A2EC-01A-11R-A180-07,blca,tumor,3.047065787
TCGA-G2-A2EF-01A-12R-A18C-07,blca,tumor,2.438133393
TCGA-G2-A2EJ-01A-11R-A180-07,blca,tumor,2.346835239
TCGA-G2-A2EK-01A-22R-A18C-07,blca,tumor,2.984196874
TCGA-G2-A2EL-01A-12R-A18C-07,blca,tumor,2.954642169
TCGA-G2-A2EO-01A-11R-A180-07,blca,tumor,2.587142992
TCGA-G2-A2ES-01A-11R-A180-07,blca,tumor,2.263426831
TCGA-G2-A3IB-01A-11R-A20F-07,blca,tumor,2.200136351
TCGA-G2-A3IE-01A-11R-A20F-07,blca,tumor,2.957413144
TCGA-G2-A3VY-01A-11R-A22U-07,blca,tumor,2.215085425
TCGA-G2-AA3B-01A-11R-A39I-07,blca,tumor,2.796910016
TCGA-G2-AA3C-01A-21R-A39I-07,blca,tumor,1.956833327
TCGA-G2-AA3D-01A-11R-A39I-07,blca,tumor,2.581291155
TCGA-G2-AA3F-01A-12R-A42T-07,blca,tumor,2.534822117
TCGA-GC-A3BM-01A-11R-A22U-07,blca,tumor,2.553148849
TCGA-GC-A3I6-01A-11R-A20F-07,blca,tumor,2.537638188
TCGA-GC-A3OO-01A-11R-A22U-07,blca,tumor,1.950406017
TCGA-GC-A3RB-01A-12R-A220-07,blca,tumor,2.753023523
TCGA-GC-A3RC-01A-11R-A22U-07,blca,tumor,1.825353617
TCGA-GC-A3RD-01A-12R-A22U-07,blca,tumor,1.699517823
TCGA-GC-A3WC-01A-31R-A22U-07,blca,tumor,2.629632941
TCGA-GC-A3YS-01A-11R-A23N-07,blca,tumor,2.293337415
TCGA-GC-A4ZW-01A-11R-A26T-07,blca,tumor,3.028748355
TCGA-GC-A6I1-01A-12R-A31N-07,blca,tumor,2.33827335
TCGA-GC-A6I3-01A-11R-A31N-07,blca,tumor,2.57623122
TCGA-GD-A2C5-01A-12R-A180-07,blca,tumor,2.770439365
TCGA-GD-A3OP-01A-21R-A220-07,blca,tumor,2.70131193
TCGA-GD-A3OQ-01A-32R-A220-07,blca,tumor,2.429390475
TCGA-GD-A3OS-01A-12R-A220-07,blca,tumor,2.557512309
TCGA-GD-A6C6-01A-21R-A31N-07,blca,tumor,2.588776258
TCGA-GD-A76B-01A-11R-A32O-07,blca,tumor,3.138904874
TCGA-GU-A42P-01A-11R-A23W-07,blca,tumor,3.156972256
TCGA-GU-A42Q-01A-11R-A23W-07,blca,tumor,1.966394264
TCGA-GU-A42R-01A-11R-A23N-07,blca,tumor,2.78751359
TCGA-GU-A762-01A-11R-A33J-07,blca,tumor,2.396609906
TCGA-GU-A763-01A-11R-A32O-07,blca,tumor,2.744585482
TCGA-GU-A764-01A-11R-A352-07,blca,tumor,2.405132144
TCGA-GU-A766-01A-11R-A32O-07,blca,tumor,2.844724751
TCGA-GU-A767-01A-11R-A32O-07,blca,tumor,3.04103859
TCGA-GU-AATO-01A-11R-A39I-07,blca,tumor,2.628630795
TCGA-GU-AATP-01A-11R-A39I-07,blca,tumor,2.087328343
TCGA-GU-AATQ-01A-11R-A39I-07,blca,tumor,1.905360313
TCGA-GV-A3JV-01A-11R-A220-07,blca,tumor,2.982718905
TCGA-GV-A3JW-01A-11R-A20F-07,blca,tumor,2.361142003
TCGA-GV-A3JX-01A-11R-A20F-07,blca,tumor,2.318161407
TCGA-GV-A3JZ-01A-11R-A21D-07,blca,tumor,2.052425675
TCGA-GV-A3QF-01A-31R-A22U-07,blca,tumor,3.04788881
TCGA-GV-A3QG-01A-11R-A220-07,blca,tumor,2.022407301
TCGA-GV-A3QH-01A-11R-A220-07,blca,tumor,3.311792234
TCGA-GV-A3QI-01A-11R-A220-07,blca,tumor,2.024984555
TCGA-GV-A3QK-01B-11R-A23N-07,blca,tumor,2.895983911
TCGA-GV-A40E-01A-12R-A23N-07,blca,tumor,2.586363786
TCGA-GV-A40G-01A-11R-A23N-07,blca,tumor,2.868899723
TCGA-GV-A6ZA-01A-12R-A33J-07,blca,tumor,2.94018165
TCGA-H4-A2HO-01A-11R-A180-07,blca,tumor,2.636800391
TCGA-H4-A2HQ-01A-11R-A180-07,blca,tumor,2.900376441
TCGA-HQ-A2OE-01A-11R-A206-07,blca,tumor,3.069376222
TCGA-HQ-A2OF-01A-11R-A26T-07,blca,tumor,2.483092744
TCGA-HQ-A5ND-01A-11R-A26T-07,blca,tumor,2.367775864
TCGA-HQ-A5NE-01A-12R-A28M-07,blca,tumor,2.365090376
TCGA-K4-A3WS-01A-11R-A22U-07,blca,tumor,2.883495852
TCGA-K4-A3WU-01B-11R-A23N-07,blca,tumor,2.503136913
TCGA-K4-A3WV-01A-11R-A22U-07,blca,tumor,2.120956979
TCGA-K4-A4AB-01B-12R-A28M-07,blca,tumor,2.487095515
TCGA-K4-A4AC-01A-21R-A26T-07,blca,tumor,1.966489428
TCGA-K4-A54R-01A-11R-A26T-07,blca,tumor,2.642150495
TCGA-K4-A5RH-01A-11R-A30C-07,blca,tumor,2.347774405
TCGA-K4-A5RI-01A-11R-A28M-07,blca,tumor,2.800621306
TCGA-K4-A5RJ-01A-11R-A28M-07,blca,tumor,2.014095787
TCGA-K4-A6FZ-01A-11R-A31N-07,blca,tumor,2.341882274
TCGA-K4-A6MB-01A-11R-A31N-07,blca,tumor,1.89747229
